id,source,authorId,authorName,timestamp,content,likeCount,shareCount,commentCount,language
"Twitter_1778812454111_13","Twitter","user_0","User 601","2024-09-11 12:11:00","cứu trợ là chủ đề đang được quan tâm",435,45,28,"vi"
"Twitter_1778812454111_17","Twitter","user_906","User 284","2024-09-13 18:06:00","chính quyền đã hỗ trợ tiền mặt kịp thời cho các hộ dân bị thiệt hại",364,3,49,"vi"
"Twitter_1778812454111_7","Twitter","user_666","User 210","2024-09-30 17:20:00","chính quyền đã hỗ trợ tiền mặt kịp thời cho các hộ dân bị thiệt hại",169,18,16,"vi"
"Twitter_1778812454111_18","Twitter","user_85","User 882","2024-09-21 02:25:00","tinh thần đoàn kết của người việt thật đáng khâm phục  mọi người cùng giúp đỡ nhau",106,4,22,"vi"
"Twitter_1778812454111_16","Twitter","user_646","User 50","2024-09-28 12:17:00","nhà cửa bị sập hoàn toàn sau bão  không biết bao giờ mới xây lại được",480,29,29,"vi"
"Twitter_1778812454111_10","Twitter","user_660","User 441","2024-09-19 21:15:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",182,15,6,"vi"
"Twitter_1778812454111_11","Twitter","user_264","User 697","2024-09-06 21:35:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",71,15,21,"vi"
"Twitter_1778812454111_12","Twitter","user_948","User 871","2024-09-16 09:49:00","chính quyền đã hỗ trợ tiền mặt kịp thời cho các hộ dân bị thiệt hại",359,48,41,"vi"
"Twitter_1778812454111_14","Twitter","user_480","User 739","2024-09-20 00:20:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",52,38,41,"vi"
"Twitter_1778812454111_4","Twitter","user_349","User 977","2024-09-13 09:59:00","hàng cứu trợ đã đến kịp thời  cảm ơn tấm lòng hảo tâm của mọi người",212,83,3,"vi"
"Twitter_1778812454111_6","Twitter","user_67","User 17","2024-09-23 12:09:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",185,36,49,"vi"
"Twitter_1778812454111_3","Twitter","user_749","User 778","2024-09-18 16:16:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",316,3,11,"vi"
"Twitter_1778812454111_0","Twitter","user_77","User 104","2024-09-29 21:41:00","người dân vùng lũ đang rất cần được cứu trợ khẩn cấp  chưa thấy ai đến",55,99,33,"vi"
"Twitter_1778812454112_18","Twitter","user_882","User 242","2024-09-29 19:32:00","tinh thần đoàn kết của người việt thật đáng khâm phục  mọi người cùng giúp đỡ nhau",471,1,14,"vi"
"Twitter_1778812454112_17","Twitter","user_650","User 510","2024-09-16 12:58:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",343,98,38,"vi"
"Twitter_1778812454112_9","Twitter","user_929","User 68","2024-09-13 14:35:00","tinh thần đoàn kết của người việt thật đáng khâm phục  mọi người cùng giúp đỡ nhau",143,79,29,"vi"
"Twitter_1778812454112_14","Twitter","user_326","User 136","2024-09-21 21:43:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",203,7,14,"vi"
"Twitter_1778812454112_5","Twitter","user_438","User 45","2024-09-19 00:29:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",152,56,13,"vi"
"Twitter_1778812454112_12","Twitter","user_198","User 250","2024-09-30 13:06:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",470,73,21,"vi"
"Twitter_1778812454112_7","Twitter","user_750","User 303","2024-09-22 23:57:00","cảm ơn đội cứu hộ đã giúp đỡ người dân vùng lũ  thật tuyệt vời",194,76,45,"vi"
"Twitter_1778812454112_8","Twitter","user_724","User 643","2024-09-17 19:59:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",254,37,21,"vi"
"Twitter_1778812454112_3","Twitter","user_554","User 29","2024-09-27 10:02:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",123,79,16,"vi"
"Twitter_1778812454112_11","Twitter","user_919","User 78","2024-09-27 10:24:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",55,98,38,"vi"
"Twitter_1778812454112_6","Twitter","user_295","User 316","2024-09-21 12:11:00","lũ lụt là chủ đề đang được quan tâm",448,76,36,"vi"
"Twitter_1778812454112_4","Twitter","user_487","User 480","2024-09-11 18:09:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",488,66,38,"vi"
"Twitter_1778812454112_1","Twitter","user_762","User 177","2024-09-16 18:18:00","cảm ơn đội cứu hộ đã giúp đỡ người dân vùng lũ  thật tuyệt vời",237,32,18,"vi"
"Twitter_1778812454112_16","Twitter","user_633","User 205","2024-09-11 05:36:00","bão quá mạnh  thiệt hại quá lớn  nhiều người mất nhà cửa",79,94,16,"vi"
"Twitter_1778812454112_19","Twitter","user_579","User 828","2024-09-24 19:07:00","đội ngũ y tế đang làm việc không mệt mỏi để cứu chữa người bị thương",425,86,2,"vi"
"Twitter_1778812454112_2","Twitter","user_564","User 737","2024-09-25 19:52:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",426,52,30,"vi"
"Twitter_1778812454112_13","Twitter","user_658","User 538","2024-09-11 05:15:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",292,59,3,"vi"
"Twitter_1778812454112_15","Twitter","user_681","User 799","2024-09-07 22:19:00","nhà cửa bị sập hoàn toàn sau bão  không biết bao giờ mới xây lại được",304,69,2,"vi"
"Twitter_1778812454112_10","Twitter","user_888","User 202","2024-09-07 04:07:00","đường sá bị ngập nặng  giao thông tê liệt hoàn toàn  không thể di chuyển",211,20,33,"vi"
"Twitter_1778812454112_0","Twitter","user_344","User 69","2024-09-25 10:35:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",152,69,1,"vi"
"Twitter_1778812454113_7","Twitter","user_232","User 52","2024-09-11 17:25:00","bão quá mạnh  thiệt hại quá lớn  nhiều người mất nhà cửa",89,19,8,"vi"
"Twitter_1778812454113_12","Twitter","user_65","User 54","2024-09-12 09:22:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",173,84,0,"vi"
"Twitter_1778812454113_15","Twitter","user_350","User 597","2024-09-08 21:10:00","đường sá bị ngập nặng  giao thông tê liệt hoàn toàn  không thể di chuyển",182,86,20,"vi"
"Twitter_1778812454113_2","Twitter","user_256","User 814","2024-09-30 19:58:00","đội ngũ y tế đang làm việc không mệt mỏi để cứu chữa người bị thương",89,48,40,"vi"
"Twitter_1778812454113_5","Twitter","user_557","User 499","2024-09-10 21:07:00","hàng cứu trợ đến chậm  phân phối không công bằng",21,1,14,"vi"
"Twitter_1778812454113_14","Twitter","user_756","User 905","2024-09-25 19:35:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",145,65,43,"vi"
"Twitter_1778812454113_6","Twitter","user_668","User 803","2024-09-22 18:37:00","người dân vùng lũ đang rất cần được cứu trợ khẩn cấp  chưa thấy ai đến",256,82,40,"vi"
"Twitter_1778812454113_11","Twitter","user_680","User 108","2024-09-19 16:45:00","khắc phục hậu quả là chủ đề đang được quan tâm",409,46,25,"vi"
"Twitter_1778812454113_4","Twitter","user_109","User 127","2024-09-11 14:58:00","chính quyền đã hỗ trợ tiền mặt kịp thời cho các hộ dân bị thiệt hại",237,69,33,"vi"
"Twitter_1778812454113_17","Twitter","user_640","User 466","2024-09-16 17:16:00","các đơn vị đang khẩn trương khắc phục hậu quả bão  rất đáng khen ngợi",446,30,47,"vi"
"Twitter_1778812454113_18","Twitter","user_455","User 85","2024-09-17 10:05:00","bão quá mạnh  thiệt hại quá lớn  nhiều người mất nhà cửa",245,26,1,"vi"
"Twitter_1778812454113_13","Twitter","user_156","User 188","2024-09-24 17:18:00","đội ngũ y tế đang làm việc không mệt mỏi để cứu chữa người bị thương",355,78,48,"vi"
"Twitter_1778812454113_19","Twitter","user_221","User 216","2024-09-17 16:59:00","hàng cứu trợ đã đến kịp thời  cảm ơn tấm lòng hảo tâm của mọi người",267,50,27,"vi"
"Twitter_1778812454113_8","Twitter","user_740","User 127","2024-09-16 07:16:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",207,21,43,"vi"
"Twitter_1778812454113_16","Twitter","user_391","User 70","2024-09-18 13:29:00","hàng cứu trợ đã đến kịp thời  cảm ơn tấm lòng hảo tâm của mọi người",49,24,31,"vi"
"Twitter_1778812454113_10","Twitter","user_126","User 558","2024-09-26 05:32:00","các đơn vị đang khẩn trương khắc phục hậu quả bão  rất đáng khen ngợi",49,23,36,"vi"
"Twitter_1778812454113_9","Twitter","user_471","User 168","2024-09-17 23:33:00","cảm ơn đội cứu hộ đã giúp đỡ người dân vùng lũ  thật tuyệt vời",278,87,33,"vi"
"Twitter_1778812454113_3","Twitter","user_842","User 461","2024-09-12 01:22:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",298,69,15,"vi"
"Twitter_1778812454113_1","Twitter","user_810","User 609","2024-09-12 18:17:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",31,24,13,"vi"
"Twitter_1778812454113_0","Twitter","user_592","User 177","2024-09-22 20:40:00","hàng cứu trợ đã đến kịp thời  cảm ơn tấm lòng hảo tâm của mọi người",425,10,26,"vi"
"Twitter_1778812454114_17","Twitter","user_684","User 505","2024-09-18 14:34:00","bão quá mạnh  thiệt hại quá lớn  nhiều người mất nhà cửa",415,79,48,"vi"
"Twitter_1778812454114_18","Twitter","user_870","User 668","2024-09-14 21:42:00","cảm ơn đội cứu hộ đã giúp đỡ người dân vùng lũ  thật tuyệt vời",64,25,23,"vi"
"Twitter_1778812454114_16","Twitter","user_585","User 468","2024-09-21 00:13:00","đường sá bị ngập nặng  giao thông tê liệt hoàn toàn  không thể di chuyển",252,9,32,"vi"
"Twitter_1778812454114_19","Twitter","user_359","User 628","2024-09-14 20:26:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",447,35,39,"vi"
"Twitter_1778812454114_15","Twitter","user_237","User 692","2024-09-18 22:33:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",491,16,31,"vi"
"Twitter_1778812454114_4","Twitter","user_397","User 947","2024-09-14 09:12:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",257,3,32,"vi"
"Twitter_1778812454114_14","Twitter","user_503","User 879","2024-09-27 10:05:00","chính quyền đã hỗ trợ tiền mặt kịp thời cho các hộ dân bị thiệt hại",191,63,40,"vi"
"Twitter_1778812454114_5","Twitter","user_856","User 604","2024-09-19 10:25:00","tinh thần đoàn kết của người việt thật đáng khâm phục  mọi người cùng giúp đỡ nhau",90,35,49,"vi"
"Twitter_1778812454114_3","Twitter","user_606","User 776","2024-09-26 02:27:00","nhà cửa bị sập hoàn toàn sau bão  không biết bao giờ mới xây lại được",399,46,24,"vi"
"Twitter_1778812454114_9","Twitter","user_815","User 894","2024-09-08 03:13:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",265,44,7,"vi"
"Twitter_1778812454114_1","Twitter","user_911","User 309","2024-09-10 07:05:00","tinh thần đoàn kết của người việt thật đáng khâm phục  mọi người cùng giúp đỡ nhau",251,40,41,"vi"
"Twitter_1778812454114_7","Twitter","user_535","User 552","2024-09-14 06:12:00","theo dự báo  bão sẽ suy yếu dần trong 24 giờ tới",470,9,22,"vi"
"Twitter_1778812454114_2","Twitter","user_173","User 879","2024-09-13 23:29:00","đội ngũ y tế đang làm việc không mệt mỏi để cứu chữa người bị thương",398,10,41,"vi"
"Twitter_1778812454114_6","Twitter","user_821","User 244","2024-09-24 10:01:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",462,69,5,"vi"
"Twitter_1778812454114_13","Twitter","user_949","User 826","2024-09-26 15:07:00","đội ngũ y tế đang làm việc không mệt mỏi để cứu chữa người bị thương",60,72,29,"vi"
"Twitter_1778812454114_8","Twitter","user_309","User 232","2024-09-19 10:33:00","hàng cứu trợ đã đến kịp thời  cảm ơn tấm lòng hảo tâm của mọi người",175,15,25,"vi"
"Twitter_1778812454114_12","Twitter","user_188","User 656","2024-09-17 12:20:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",206,60,34,"vi"
"Twitter_1778812454114_0","Twitter","user_338","User 855","2024-09-24 22:48:00","nhà cửa bị sập hoàn toàn sau bão  không biết bao giờ mới xây lại được",464,11,35,"vi"
"Twitter_1778812454114_10","Twitter","user_558","User 540","2024-09-14 10:17:00","nhà cửa bị sập hoàn toàn sau bão  không biết bao giờ mới xây lại được",233,31,44,"vi"
"Twitter_1778812454114_11","Twitter","user_348","User 689","2024-09-26 20:10:00","nhà cửa bị sập hoàn toàn sau bão  không biết bao giờ mới xây lại được",310,70,42,"vi"
"Twitter_1778812454115_14","Twitter","user_568","User 490","2024-09-13 06:52:00","các đơn vị đang khẩn trương khắc phục hậu quả bão  rất đáng khen ngợi",250,74,23,"vi"
"Twitter_1778812454115_3","Twitter","user_588","User 63","2024-09-18 06:20:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",167,87,10,"vi"
"Twitter_1778812454115_11","Twitter","user_662","User 5","2024-09-13 08:21:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",141,33,6,"vi"
"Twitter_1778812454115_5","Twitter","user_461","User 188","2024-09-18 08:07:00","cảm ơn đội cứu hộ đã giúp đỡ người dân vùng lũ  thật tuyệt vời",132,70,32,"vi"
"Twitter_1778812454115_7","Twitter","user_974","User 954","2024-09-26 17:00:00","là chủ đề đang được quan tâm",187,19,49,"vi"
"Twitter_1778812454115_16","Twitter","user_397","User 946","2024-09-17 17:38:00","người dân vùng lũ đang rất cần được cứu trợ khẩn cấp  chưa thấy ai đến",133,96,6,"vi"
"Twitter_1778812454115_8","Twitter","user_207","User 95","2024-09-19 08:17:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",182,65,15,"vi"
"Twitter_1778812454115_12","Twitter","user_972","User 293","2024-09-12 06:36:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",337,29,20,"vi"
"Twitter_1778812454115_0","Twitter","user_964","User 999","2024-09-11 07:55:00","chính quyền đã hỗ trợ tiền mặt kịp thời cho các hộ dân bị thiệt hại",239,41,14,"vi"
"Twitter_1778812454115_6","Twitter","user_31","User 364","2024-09-12 09:05:00","cảm ơn đội cứu hộ đã giúp đỡ người dân vùng lũ  thật tuyệt vời",345,25,43,"vi"
"Twitter_1778812454115_15","Twitter","user_470","User 451","2024-09-18 10:21:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",282,22,46,"vi"
"Twitter_1778812454115_9","Twitter","user_96","User 106","2024-09-11 08:49:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",243,85,5,"vi"
"Twitter_1778812454115_10","Twitter","user_423","User 657","2024-09-19 15:39:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",406,92,25,"vi"
"Twitter_1778812454115_2","Twitter","user_31","User 946","2024-09-30 03:32:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",279,54,31,"vi"
"Twitter_1778812454115_4","Twitter","user_842","User 782","2024-09-21 01:21:00","nhà cửa bị sập hoàn toàn sau bão  không biết bao giờ mới xây lại được",95,19,4,"vi"
"Twitter_1778812454115_1","Twitter","user_155","User 297","2024-09-25 12:20:00","người dân vùng lũ đang rất cần được cứu trợ khẩn cấp  chưa thấy ai đến",23,36,33,"vi"
"Twitter_1778812454115_19","Twitter","user_757","User 955","2024-09-20 12:39:00","tinh thần đoàn kết của người việt thật đáng khâm phục  mọi người cùng giúp đỡ nhau",333,25,39,"vi"
"Twitter_1778812454115_17","Twitter","user_266","User 516","2024-09-22 14:44:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",144,22,41,"vi"
"Twitter_1778812454115_18","Twitter","user_321","User 122","2024-09-26 05:25:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",136,0,15,"vi"
"Twitter_1778812454115_13","Twitter","user_704","User 596","2024-09-11 20:37:00","hàng cứu trợ đã đến kịp thời  cảm ơn tấm lòng hảo tâm của mọi người",205,72,28,"vi"
"Twitter_1778812454116_19","Twitter","user_831","User 120","2024-09-23 14:22:00","đường sá bị ngập nặng  giao thông tê liệt hoàn toàn  không thể di chuyển",66,23,25,"vi"
"Twitter_1778812454116_17","Twitter","user_900","User 56","2024-09-14 14:55:00","hàng cứu trợ đã đến kịp thời  cảm ơn tấm lòng hảo tâm của mọi người",145,42,16,"vi"
"Twitter_1778812454116_16","Twitter","user_743","User 633","2024-09-24 03:11:00","chính quyền đã hỗ trợ tiền mặt kịp thời cho các hộ dân bị thiệt hại",231,16,44,"vi"
"Twitter_1778812454116_15","Twitter","user_411","User 763","2024-09-22 10:30:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",118,98,47,"vi"
"Twitter_1778812454116_18","Twitter","user_870","User 535","2024-09-07 06:41:00","cảm ơn các nhà hảo tâm đã gửi thực phẩm và nước uống đến vùng lũ",398,51,0,"vi"
"Twitter_1778812454116_14","Twitter","user_508","User 8","2024-09-11 04:44:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",473,76,14,"vi"
"Twitter_1778812454116_12","Twitter","user_908","User 869","2024-09-25 16:43:00","bão yagi đã đổ bộ vào các tỉnh miền bắc với sức gió mạnh nhất",171,75,14,"vi"
"Twitter_1778812454116_13","Twitter","user_365","User 638","2024-09-09 01:02:00","người dân vùng lũ đang rất cần được cứu trợ khẩn cấp  chưa thấy ai đến",156,65,30,"vi"
"Twitter_1778812454116_4","Twitter","user_605","User 105","2024-09-06 10:42:00","các đơn vị đang khẩn trương khắc phục hậu quả bão  rất đáng khen ngợi",294,75,1,"vi"
"Twitter_1778812454116_1","Twitter","user_935","User 570","2024-09-15 06:23:00","người dân vùng lũ đang rất cần được cứu trợ khẩn cấp  chưa thấy ai đến",121,3,15,"vi"
"Twitter_1778812454116_7","Twitter","user_868","User 381","2024-09-15 04:26:00","mất điện  mất nước đã 3 ngày  cuộc sống vô cùng khó khăn",77,69,9,"vi"
"Twitter_1778812454116_6","Twitter","user_873","User 758","2024-09-16 11:12:00","là chủ đề đang được quan tâm",227,94,15,"vi"
"Twitter_1778812454116_2","Twitter","user_755","User 227","2024-09-12 04:41:00","theo dự báo  bão sẽ suy yếu dần trong 24 giờ tới",389,65,23,"vi"
"Twitter_1778812454116_3","Twitter","user_798","User 147","2024-09-20 08:27:00","cơ sở hạ tầng bị phá hủy nghiêm trọng  cầu đường sạt lở nặng",176,2,44,"vi"
"Twitter_1778812454116_10","Twitter","user_178","User 42","2024-09-13 08:09:00","theo dự báo  bão sẽ suy yếu dần trong 24 giờ tới",184,64,7,"vi"
